assignment_id,accept_time,submit_time,accept_time_str,submit_time_str,duration_seconds,duration_minutes,duration_hours,worker_id,hit_id,status,timezone,subcategory,task_type,group_index,s3_path
36W0OB37HXYW7MKT46W124FYGAJZHI,2025-08-21 11:58:19-06:00,2025-08-21 12:08:47-06:00,2025-08-21 11:58:19-0600,2025-08-21 12:08:47-0600,628.0,10.466666666666667,0.17444444444444446,A1VMPZVVVZUCS4,33NKDW9FFX1DZZB4RUOD6868PE3CXR,Approved,tzlocal(),QuadrupedHead,spin_val_parts,0,HITs/QuadrupedHead/spin_val_parts/live/group_0_36W0OB37HXYW7MKT46W124FYGAJZHI.json
3KXIR214I50CPZTM0S34L4WNQW024T,2025-08-21 12:47:20-06:00,2025-08-21 12:49:04-06:00,2025-08-21 12:47:20-0600,2025-08-21 12:49:04-0600,104.0,1.7333333333333334,0.028888888888888888,AZLZA0Q87TJZO,33NKDW9FFX1DZZB4RUOD6868PE3CXR,Approved,tzlocal(),QuadrupedHead,spin_val_parts,0,HITs/QuadrupedHead/spin_val_parts/live/group_0_3KXIR214I50CPZTM0S34L4WNQW024T.json
3HSYG7LRBKISKHMFAQWOSH7D4IBKKM,2025-08-21 12:47:21-06:00,2025-08-21 12:49:42-06:00,2025-08-21 12:47:21-0600,2025-08-21 12:49:42-0600,141.0,2.35,0.03916666666666667,AZLZA0Q87TJZO,3L55D8AUFAG2Z41EWQAFPMDHRKXCYX,Approved,tzlocal(),QuadrupedHead,spin_val_parts,1,HITs/QuadrupedHead/spin_val_parts/live/group_1_3HSYG7LRBKISKHMFAQWOSH7D4IBKKM.json
3U8YCDAGXQ0CIUD6J2635J4DPQWQ0D,2025-08-21 11:58:21-06:00,2025-08-21 12:10:47-06:00,2025-08-21 11:58:21-0600,2025-08-21 12:10:47-0600,746.0,12.433333333333334,0.20722222222222222,A1VMPZVVVZUCS4,3L55D8AUFAG2Z41EWQAFPMDHRKXCYX,Approved,tzlocal(),QuadrupedHead,spin_val_parts,1,HITs/QuadrupedHead/spin_val_parts/live/group_1_3U8YCDAGXQ0CIUD6J2635J4DPQWQ0D.json
33JKGHPFYDEOIB7LSF1KZMGLNIANMY,2025-08-21 11:58:26-06:00,2025-08-21 12:12:18-06:00,2025-08-21 11:58:26-0600,2025-08-21 12:12:18-0600,832.0,13.866666666666667,0.2311111111111111,A1VMPZVVVZUCS4,33Q5P9PUSP524UBJSCCY3TMJXE1CZO,Approved,tzlocal(),QuadrupedHead,spin_val_parts,2,HITs/QuadrupedHead/spin_val_parts/live/group_2_33JKGHPFYDEOIB7LSF1KZMGLNIANMY.json
3BWI6RSP7HT132NLVAWCQHPME1G7EK,2025-08-21 12:57:23-06:00,2025-08-21 13:00:48-06:00,2025-08-21 12:57:23-0600,2025-08-21 13:00:48-0600,205.0,3.4166666666666665,0.05694444444444444,AZLZA0Q87TJZO,33Q5P9PUSP524UBJSCCY3TMJXE1CZO,Approved,tzlocal(),QuadrupedHead,spin_val_parts,2,HITs/QuadrupedHead/spin_val_parts/live/group_2_3BWI6RSP7HT132NLVAWCQHPME1G7EK.json
3B3WTRP3DCMDM5ZYHNZV2C73COE29P,2025-08-21 12:47:25-06:00,2025-08-21 12:52:54-06:00,2025-08-21 12:47:25-0600,2025-08-21 12:52:54-0600,329.0,5.483333333333333,0.0913888888888889,AZLZA0Q87TJZO,3XUSYT70ITKF71B7OEUHH01F07UD0X,Approved,tzlocal(),QuadrupedHead,spin_val_parts,3,HITs/QuadrupedHead/spin_val_parts/live/group_3_3B3WTRP3DCMDM5ZYHNZV2C73COE29P.json
3NXNZ5RS1BHK86W4NZGQY3OBN4Z799,2025-08-21 11:58:13-06:00,2025-08-21 12:06:01-06:00,2025-08-21 11:58:13-0600,2025-08-21 12:06:01-0600,468.0,7.8,0.13,A1VMPZVVVZUCS4,3XUSYT70ITKF71B7OEUHH01F07UD0X,Approved,tzlocal(),QuadrupedHead,spin_val_parts,3,HITs/QuadrupedHead/spin_val_parts/live/group_3_3NXNZ5RS1BHK86W4NZGQY3OBN4Z799.json
3CP1TO84PULULIXMEXMEQW21QSV25Y,2025-08-21 12:47:22-06:00,2025-08-21 12:50:18-06:00,2025-08-21 12:47:22-0600,2025-08-21 12:50:18-0600,176.0,2.933333333333333,0.04888888888888889,AZLZA0Q87TJZO,3WGCNLZJKFRFEQWPKXYHV5KP5Z0D10,Approved,tzlocal(),QuadrupedHead,spin_val_parts,4,HITs/QuadrupedHead/spin_val_parts/live/group_4_3CP1TO84PULULIXMEXMEQW21QSV25Y.json
3YW4XOSQKR54HC55WUU8TPKCX38U1P,2025-08-21 11:58:00-06:00,2025-08-21 12:00:12-06:00,2025-08-21 11:58:00-0600,2025-08-21 12:00:12-0600,132.0,2.2,0.03666666666666667,A1VMPZVVVZUCS4,3WGCNLZJKFRFEQWPKXYHV5KP5Z0D10,Approved,tzlocal(),QuadrupedHead,spin_val_parts,4,HITs/QuadrupedHead/spin_val_parts/live/group_4_3YW4XOSQKR54HC55WUU8TPKCX38U1P.json
3E4GGUZ1T9BX31IPLKQKSLLJNIQ2KJ,2025-08-21 12:53:43-06:00,2025-08-21 12:58:57-06:00,2025-08-21 12:53:43-0600,2025-08-21 12:58:57-0600,314.0,5.233333333333333,0.08722222222222223,AZLZA0Q87TJZO,3I01FDIL6MRM3BEL31YV0OUUX5ED2H,Approved,tzlocal(),QuadrupedHead,spin_val_parts,5,HITs/QuadrupedHead/spin_val_parts/live/group_5_3E4GGUZ1T9BX31IPLKQKSLLJNIQ2KJ.json
3TMSXRD2X7KH9GUARU99BD59IJK1WW,2025-08-21 11:58:09-06:00,2025-08-21 12:04:58-06:00,2025-08-21 11:58:09-0600,2025-08-21 12:04:58-0600,409.0,6.816666666666666,0.11361111111111111,A1VMPZVVVZUCS4,3I01FDIL6MRM3BEL31YV0OUUX5ED2H,Approved,tzlocal(),QuadrupedHead,spin_val_parts,5,HITs/QuadrupedHead/spin_val_parts/live/group_5_3TMSXRD2X7KH9GUARU99BD59IJK1WW.json
3HMVI3QICKCLYLPA6VRXWAQPTRK1YV,2025-08-21 11:58:17-06:00,2025-08-21 12:07:30-06:00,2025-08-21 11:58:17-0600,2025-08-21 12:07:30-0600,553.0,9.216666666666667,0.15361111111111111,A1VMPZVVVZUCS4,32CXT5U14GMJ6SRW5DXLKFBL551U8B,Approved,tzlocal(),QuadrupedHead,spin_test_parts,0,HITs/QuadrupedHead/spin_test_parts/live/group_0_3HMVI3QICKCLYLPA6VRXWAQPTRK1YV.json
3L0KT67Y8F0LS5O4JE6HSBDYJRXSY6,2025-08-21 12:52:56-06:00,2025-08-21 12:58:15-06:00,2025-08-21 12:52:56-0600,2025-08-21 12:58:15-0600,319.0,5.316666666666666,0.08861111111111111,AZLZA0Q87TJZO,32CXT5U14GMJ6SRW5DXLKFBL551U8B,Approved,tzlocal(),QuadrupedHead,spin_test_parts,0,HITs/QuadrupedHead/spin_test_parts/live/group_0_3L0KT67Y8F0LS5O4JE6HSBDYJRXSY6.json
3RU7GD8VPPDRJRW3SRAYFKKMFMTSPB,2025-08-21 11:57:58-06:00,2025-08-21 11:59:25-06:00,2025-08-21 11:57:58-0600,2025-08-21 11:59:25-0600,87.0,1.45,0.024166666666666666,A1VMPZVVVZUCS4,3D1TUISJWIJCVY39EZ9CX45Z816UIJ,Approved,tzlocal(),QuadrupedHead,spin_test_parts,10,HITs/QuadrupedHead/spin_test_parts/live/group_10_3RU7GD8VPPDRJRW3SRAYFKKMFMTSPB.json
3W2LOLRXLCZE7LZA0A5LTTTRZA5KRF,2025-08-21 12:50:20-06:00,2025-08-21 12:54:21-06:00,2025-08-21 12:50:20-0600,2025-08-21 12:54:21-0600,241.0,4.016666666666667,0.06694444444444445,AZLZA0Q87TJZO,3D1TUISJWIJCVY39EZ9CX45Z816UIJ,Approved,tzlocal(),QuadrupedHead,spin_test_parts,10,HITs/QuadrupedHead/spin_test_parts/live/group_10_3W2LOLRXLCZE7LZA0A5LTTTRZA5KRF.json
354GIDR5ZCQOU18724COQDDVCM000R,2025-08-21 12:51:44-06:00,2025-08-21 12:57:08-06:00,2025-08-21 12:51:44-0600,2025-08-21 12:57:08-0600,324.0,5.4,0.09,AZLZA0Q87TJZO,3DFYDSXB2WJ8Q9NFWHUC95KZLGVUJV,Approved,tzlocal(),QuadrupedHead,spin_test_parts,11,HITs/QuadrupedHead/spin_test_parts/live/group_11_354GIDR5ZCQOU18724COQDDVCM000R.json
3WAKVUDHUX0ISYK7LABHUZBP0P8U7M,2025-08-21 11:58:28-06:00,2025-08-21 12:12:55-06:00,2025-08-21 11:58:28-0600,2025-08-21 12:12:55-0600,867.0,14.45,0.24083333333333334,A1VMPZVVVZUCS4,3DFYDSXB2WJ8Q9NFWHUC95KZLGVUJV,Approved,tzlocal(),QuadrupedHead,spin_test_parts,11,HITs/QuadrupedHead/spin_test_parts/live/group_11_3WAKVUDHUX0ISYK7LABHUZBP0P8U7M.json
3KGTPGBS6Y5B6XN1FYUMY8UHP9MU26,2025-08-21 11:58:01-06:00,2025-08-21 12:00:49-06:00,2025-08-21 11:58:01-0600,2025-08-21 12:00:49-0600,168.0,2.8,0.04666666666666667,A1VMPZVVVZUCS4,3OJX0UFJ0ZQJKXA6A53ZKB6WPBJU90,Approved,tzlocal(),QuadrupedHead,spin_test_parts,1,HITs/QuadrupedHead/spin_test_parts/live/group_1_3KGTPGBS6Y5B6XN1FYUMY8UHP9MU26.json
3TK8OJTYM257BJD7MMF3Q74TEQOPVE,2025-08-21 12:47:23-06:00,2025-08-21 12:51:42-06:00,2025-08-21 12:47:23-0600,2025-08-21 12:51:42-0600,259.0,4.316666666666666,0.07194444444444445,AZLZA0Q87TJZO,3OJX0UFJ0ZQJKXA6A53ZKB6WPBJU90,Approved,tzlocal(),QuadrupedHead,spin_test_parts,1,HITs/QuadrupedHead/spin_test_parts/live/group_1_3TK8OJTYM257BJD7MMF3Q74TEQOPVE.json
33PPUNGG39P9WGYW0B8VG8H43JIZRG,2025-08-21 12:47:19-06:00,2025-08-21 12:48:11-06:00,2025-08-21 12:47:19-0600,2025-08-21 12:48:11-0600,52.0,0.8666666666666667,0.014444444444444444,AZLZA0Q87TJZO,3VJ4PFXFJ3QXPGKB2BHZG6HGVT1UAF,Approved,tzlocal(),QuadrupedHead,spin_test_parts,2,HITs/QuadrupedHead/spin_test_parts/live/group_2_33PPUNGG39P9WGYW0B8VG8H43JIZRG.json
345LHZDEDYC0RFJKJY8RHIZ9VNMU3H,2025-08-21 11:58:03-06:00,2025-08-21 12:01:20-06:00,2025-08-21 11:58:03-0600,2025-08-21 12:01:20-0600,197.0,3.283333333333333,0.05472222222222222,A1VMPZVVVZUCS4,3VJ4PFXFJ3QXPGKB2BHZG6HGVT1UAF,Approved,tzlocal(),QuadrupedHead,spin_test_parts,2,HITs/QuadrupedHead/spin_test_parts/live/group_2_345LHZDEDYC0RFJKJY8RHIZ9VNMU3H.json
3TUI152ZZC7CPJYOFLA3JONNUI2Q1G,2025-08-21 11:58:24-06:00,2025-08-21 12:11:51-06:00,2025-08-21 11:58:24-0600,2025-08-21 12:11:51-0600,807.0,13.45,0.22416666666666665,A1VMPZVVVZUCS4,3VQTAXTYN3428QP38PHVBH1MDBMUBA,Approved,tzlocal(),QuadrupedHead,spin_test_parts,3,HITs/QuadrupedHead/spin_test_parts/live/group_3_3TUI152ZZC7CPJYOFLA3JONNUI2Q1G.json
3LS2AMNW5GAXLB5PLN8EVK0VNTDQO4,2025-08-21 12:54:24-06:00,2025-08-21 12:59:33-06:00,2025-08-21 12:54:24-0600,2025-08-21 12:59:33-0600,309.0,5.15,0.08583333333333333,AZLZA0Q87TJZO,32FESTC2NH9LIVH9MPDQM174VWMUCH,Approved,tzlocal(),QuadrupedHead,spin_test_parts,4,HITs/QuadrupedHead/spin_test_parts/live/group_4_3LS2AMNW5GAXLB5PLN8EVK0VNTDQO4.json
3YWRV122CTJMSCPQVF3N8Z7KB9EU89,2025-08-21 11:58:29-06:00,2025-08-21 12:13:26-06:00,2025-08-21 11:58:29-0600,2025-08-21 12:13:26-0600,897.0,14.95,0.24916666666666668,A1VMPZVVVZUCS4,32FESTC2NH9LIVH9MPDQM174VWMUCH,Approved,tzlocal(),QuadrupedHead,spin_test_parts,4,HITs/QuadrupedHead/spin_test_parts/live/group_4_3YWRV122CTJMSCPQVF3N8Z7KB9EU89.json
3CCZ6YKWR835L2ILZ61T0JAFWY559T,2025-08-21 12:57:10-06:00,2025-08-21 13:00:12-06:00,2025-08-21 12:57:10-0600,2025-08-21 13:00:12-0600,182.0,3.033333333333333,0.050555555555555555,AZLZA0Q87TJZO,3R0WOCG21MSVNNNNML8167PMGWYUDH,Approved,tzlocal(),QuadrupedHead,spin_test_parts,5,HITs/QuadrupedHead/spin_test_parts/live/group_5_3CCZ6YKWR835L2ILZ61T0JAFWY559T.json
3R9WASFE200CTQTN9G81ZJ3L0V6ZFK,2025-08-21 11:58:15-06:00,2025-08-21 12:06:42-06:00,2025-08-21 11:58:15-0600,2025-08-21 12:06:42-0600,507.0,8.45,0.14083333333333334,A1VMPZVVVZUCS4,3R0WOCG21MSVNNNNML8167PMGWYUDH,Approved,tzlocal(),QuadrupedHead,spin_test_parts,5,HITs/QuadrupedHead/spin_test_parts/live/group_5_3R9WASFE200CTQTN9G81ZJ3L0V6ZFK.json
3J88R45B2HIZF8I2M1GLES1EU1VPXG,2025-08-21 11:58:07-06:00,2025-08-21 12:02:29-06:00,2025-08-21 11:58:07-0600,2025-08-21 12:02:29-0600,262.0,4.366666666666666,0.07277777777777777,A1VMPZVVVZUCS4,3CIS7GGG6520FT1NIGJLCP77G8ZUEA,Approved,tzlocal(),QuadrupedHead,spin_test_parts,6,HITs/QuadrupedHead/spin_test_parts/live/group_6_3J88R45B2HIZF8I2M1GLES1EU1VPXG.json
3QL2OFSM972B9PVUFQ76WQB9T47NCH,2025-08-21 12:58:17-06:00,2025-08-21 13:01:17-06:00,2025-08-21 12:58:17-0600,2025-08-21 13:01:17-0600,180.0,3.0,0.05,AZLZA0Q87TJZO,3CIS7GGG6520FT1NIGJLCP77G8ZUEA,Approved,tzlocal(),QuadrupedHead,spin_test_parts,6,HITs/QuadrupedHead/spin_test_parts/live/group_6_3QL2OFSM972B9PVUFQ76WQB9T47NCH.json
30IQTZXKALQWRREI5G1VZR06MTJX0H,2025-08-21 11:58:11-06:00,2025-08-21 12:05:23-06:00,2025-08-21 11:58:11-0600,2025-08-21 12:05:23-0600,432.0,7.2,0.12,A1VMPZVVVZUCS4,3UEBBGULPF7SL71JDR3RU7S7S9EUFS,Approved,tzlocal(),QuadrupedHead,spin_test_parts,7,HITs/QuadrupedHead/spin_test_parts/live/group_7_30IQTZXKALQWRREI5G1VZR06MTJX0H.json
3URFVVM16621C8QD4530LJ4OAIMZUK,2025-08-21 12:49:44-06:00,2025-08-21 12:53:40-06:00,2025-08-21 12:49:44-0600,2025-08-21 12:53:40-0600,236.0,3.933333333333333,0.06555555555555556,AZLZA0Q87TJZO,3UEBBGULPF7SL71JDR3RU7S7S9EUFS,Approved,tzlocal(),QuadrupedHead,spin_test_parts,7,HITs/QuadrupedHead/spin_test_parts/live/group_7_3URFVVM16621C8QD4530LJ4OAIMZUK.json
33LK57MYLUPLXVY9F0806IM0PL1ZS4,2025-08-21 12:47:24-06:00,2025-08-21 12:52:10-06:00,2025-08-21 12:47:24-0600,2025-08-21 12:52:10-0600,286.0,4.766666666666667,0.07944444444444444,AZLZA0Q87TJZO,3QXFBUZ4ZKZYZ7XEOB99CSSJTOEUGR,Approved,tzlocal(),QuadrupedHead,spin_test_parts,8,HITs/QuadrupedHead/spin_test_parts/live/group_8_33LK57MYLUPLXVY9F0806IM0PL1ZS4.json
3K9FOBBF2I34CTP0S305Z91WNDKNLW,2025-08-21 11:58:22-06:00,2025-08-21 12:11:16-06:00,2025-08-21 11:58:22-0600,2025-08-21 12:11:16-0600,774.0,12.9,0.215,A1VMPZVVVZUCS4,3QXFBUZ4ZKZYZ7XEOB99CSSJTOEUGR,Approved,tzlocal(),QuadrupedHead,spin_test_parts,8,HITs/QuadrupedHead/spin_test_parts/live/group_8_3K9FOBBF2I34CTP0S305Z91WNDKNLW.json
3TXD01ZLD51L9B2OJCDARNRF9NIU42,2025-08-21 11:58:05-06:00,2025-08-21 12:01:58-06:00,2025-08-21 11:58:05-0600,2025-08-21 12:01:58-0600,233.0,3.8833333333333333,0.06472222222222222,A1VMPZVVVZUCS4,391FPZIE4C5CZ3SP8HRRXS4K8ORUHQ,Approved,tzlocal(),QuadrupedHead,spin_test_parts,9,HITs/QuadrupedHead/spin_test_parts/live/group_9_3TXD01ZLD51L9B2OJCDARNRF9NIU42.json
3YHH42UU5CZ1RXXTRXY7OX5JFKB0L0,2025-08-21 12:58:59-06:00,2025-08-21 13:01:49-06:00,2025-08-21 12:58:59-0600,2025-08-21 13:01:49-0600,170.0,2.8333333333333335,0.04722222222222222,AZLZA0Q87TJZO,391FPZIE4C5CZ3SP8HRRXS4K8ORUHQ,Approved,tzlocal(),QuadrupedHead,spin_test_parts,9,HITs/QuadrupedHead/spin_test_parts/live/group_9_3YHH42UU5CZ1RXXTRXY7OX5JFKB0L0.json
31QNSG6A5SDKU1DUI7ACY7T03YH87L,2025-08-21 12:09:44-06:00,2025-08-21 12:11:04-06:00,2025-08-21 12:09:44-0600,2025-08-21 12:11:04-0600,80.0,1.3333333333333333,0.022222222222222223,A2FP41BSPG0Y4A,3AFT28WXLFLHITJCIDX3YYDAQFIOI0,Approved,tzlocal(),QuadrupedBody,spin_val_parts,0,HITs/QuadrupedBody/spin_val_parts/live/group_0_31QNSG6A5SDKU1DUI7ACY7T03YH87L.json
3PZDLQMM0U5FK361T79M428BI9FC2E,2025-08-21 11:50:52-06:00,2025-08-21 12:04:58-06:00,2025-08-21 11:50:52-0600,2025-08-21 12:04:58-0600,846.0,14.1,0.235,ARQR5NIFA1AJ,3AFT28WXLFLHITJCIDX3YYDAQFIOI0,Approved,tzlocal(),QuadrupedBody,spin_val_parts,0,HITs/QuadrupedBody/spin_val_parts/live/group_0_3PZDLQMM0U5FK361T79M428BI9FC2E.json
3DR23U6WE6YO10KS8DZDVDH43Y5TEG,2025-08-21 11:51:00-06:00,2025-08-21 12:17:23-06:00,2025-08-21 11:51:00-0600,2025-08-21 12:17:23-0600,1583.0,26.383333333333333,0.43972222222222224,ARQR5NIFA1AJ,3ATYLI1PRTLDD43I0VI3AZSA3U7OJC,Approved,tzlocal(),QuadrupedBody,spin_val_parts,1,HITs/QuadrupedBody/spin_val_parts/live/group_1_3DR23U6WE6YO10KS8DZDVDH43Y5TEG.json
3ITXP059PX3VXGT5XE5EIOYA6NOJS3,2025-08-21 12:38:46-06:00,2025-08-21 12:41:52-06:00,2025-08-21 12:38:46-0600,2025-08-21 12:41:52-0600,186.0,3.1,0.051666666666666666,A2FP41BSPG0Y4A,3ATYLI1PRTLDD43I0VI3AZSA3U7OJC,Approved,tzlocal(),QuadrupedBody,spin_val_parts,1,HITs/QuadrupedBody/spin_val_parts/live/group_1_3ITXP059PX3VXGT5XE5EIOYA6NOJS3.json
3L0KT67Y8F0LS5O4JE6HSBDYJRWYSB,2025-08-21 12:22:10-06:00,2025-08-21 12:36:02-06:00,2025-08-21 12:22:10-0600,2025-08-21 12:36:02-0600,832.0,13.866666666666667,0.2311111111111111,ARQR5NIFA1AJ,3OYHVNTV5TH8OO90IGIFBESNIJ7OKB,Approved,tzlocal(),QuadrupedBody,spin_val_parts,2,HITs/QuadrupedBody/spin_val_parts/live/group_2_3L0KT67Y8F0LS5O4JE6HSBDYJRWYSB.json
3TR2532VIQEQAIV8Q12BHJ2IOYR6J4,2025-08-21 12:25:50-06:00,2025-08-21 12:30:54-06:00,2025-08-21 12:25:50-0600,2025-08-21 12:30:54-0600,304.0,5.066666666666666,0.08444444444444445,A2FP41BSPG0Y4A,3OYHVNTV5TH8OO90IGIFBESNIJ7OKB,Approved,tzlocal(),QuadrupedBody,spin_val_parts,2,HITs/QuadrupedBody/spin_val_parts/live/group_2_3TR2532VIQEQAIV8Q12BHJ2IOYR6J4.json
32M8BPYGAU6WC008KWQXH9075X5IG6,2025-08-21 12:22:10-06:00,2025-08-21 12:23:41-06:00,2025-08-21 12:22:10-0600,2025-08-21 12:23:41-0600,91.0,1.5166666666666666,0.025277777777777777,A2FP41BSPG0Y4A,3THR0FZ95PCJ8URI3GUGQE527JCOLE,Approved,tzlocal(),QuadrupedBody,spin_val_parts,3,HITs/QuadrupedBody/spin_val_parts/live/group_3_32M8BPYGAU6WC008KWQXH9075X5IG6.json
3NGI5ARFTUPRP7X9F8VEJJXDPMGP1O,2025-08-21 11:51:06-06:00,2025-08-21 12:22:04-06:00,2025-08-21 11:51:06-0600,2025-08-21 12:22:04-0600,1858.0,30.966666666666665,0.5161111111111111,ARQR5NIFA1AJ,3THR0FZ95PCJ8URI3GUGQE527JCOLE,Approved,tzlocal(),QuadrupedBody,spin_val_parts,3,HITs/QuadrupedBody/spin_val_parts/live/group_3_3NGI5ARFTUPRP7X9F8VEJJXDPMGP1O.json
31HQ4X3T3TU1S6H50ZHRY3B2ACTSLE,2025-08-21 12:43:40-06:00,2025-08-21 12:45:43-06:00,2025-08-21 12:43:40-0600,2025-08-21 12:45:43-0600,123.0,2.05,0.034166666666666665,A2FP41BSPG0Y4A,3CRWSLD91KN3EC933SVVQRKR7O2OMG,Approved,tzlocal(),QuadrupedBody,spin_val_parts,4,HITs/QuadrupedBody/spin_val_parts/live/group_4_31HQ4X3T3TU1S6H50ZHRY3B2ACTSLE.json
3PZDLQMM0U5FK361T79M428BI9GC2F,2025-08-21 12:20:52-06:00,2025-08-21 12:34:59-06:00,2025-08-21 12:20:52-0600,2025-08-21 12:34:59-0600,847.0,14.116666666666667,0.23527777777777778,ARQR5NIFA1AJ,3CRWSLD91KN3EC933SVVQRKR7O2OMG,Approved,tzlocal(),QuadrupedBody,spin_val_parts,4,HITs/QuadrupedBody/spin_val_parts/live/group_4_3PZDLQMM0U5FK361T79M428BI9GC2F.json
34QN5IT0T0B6CQDAX8P3JSJDVKB80L,2025-08-21 12:06:27-06:00,2025-08-21 12:09:43-06:00,2025-08-21 12:06:27-0600,2025-08-21 12:09:43-0600,196.0,3.2666666666666666,0.05444444444444444,A2FP41BSPG0Y4A,3MWOYZD5WV79WUU3FTAV369RCECONG,Approved,tzlocal(),QuadrupedBody,spin_val_parts,5,HITs/QuadrupedBody/spin_val_parts/live/group_5_34QN5IT0T0B6CQDAX8P3JSJDVKB80L.json
3VELCLL3GL3FYU8F15Z97PJ9NGTF1B,2025-08-21 11:51:08-06:00,2025-08-21 12:23:40-06:00,2025-08-21 11:51:08-0600,2025-08-21 12:23:40-0600,1952.0,32.53333333333333,0.5422222222222223,ARQR5NIFA1AJ,3MWOYZD5WV79WUU3FTAV369RCECONG,Approved,tzlocal(),QuadrupedBody,spin_val_parts,5,HITs/QuadrupedBody/spin_val_parts/live/group_5_3VELCLL3GL3FYU8F15Z97PJ9NGTF1B.json
36DSNE9QZ6IGZO1CQXO5YJO99YKJO5,2025-08-21 11:50:50-06:00,2025-08-21 11:57:51-06:00,2025-08-21 11:50:50-0600,2025-08-21 11:57:51-0600,421.0,7.016666666666667,0.11694444444444445,ARQR5NIFA1AJ,3087LXLJ6MZC5LP3FKP75040CKAF0A,Approved,tzlocal(),QuadrupedBody,spin_test_parts,0,HITs/QuadrupedBody/spin_test_parts/live/group_0_36DSNE9QZ6IGZO1CQXO5YJO99YKJO5.json
3ZSY5X72NYVXXCKPY2XE0AA0JFFRO6,2025-08-21 12:30:54-06:00,2025-08-21 12:33:48-06:00,2025-08-21 12:30:54-0600,2025-08-21 12:33:48-0600,174.0,2.9,0.04833333333333333,A2FP41BSPG0Y4A,3087LXLJ6MZC5LP3FKP75040CKAF0A,Approved,tzlocal(),QuadrupedBody,spin_test_parts,0,HITs/QuadrupedBody/spin_test_parts/live/group_0_3ZSY5X72NYVXXCKPY2XE0AA0JFFRO6.json
39RP059MEIDMH2IOPPWB8RGR6TWMB8,2025-08-21 11:51:04-06:00,2025-08-21 12:20:43-06:00,2025-08-21 11:51:04-0600,2025-08-21 12:20:43-0600,1779.0,29.65,0.49416666666666664,ARQR5NIFA1AJ,3S1L4CQSFXO86YNL7MM0U6GDL6MFA1,Approved,tzlocal(),QuadrupedBody,spin_test_parts,10,HITs/QuadrupedBody/spin_test_parts/live/group_10_39RP059MEIDMH2IOPPWB8RGR6TWMB8.json
